ST	CARRIER	PLANID	PLANNAME	NETWK	AREA	PREMI27	PREMI50	PREMC2C30	PREMI2C30	INMDI	INMDIA	INMDI_TIERS	INMDIA_2	INDDI	INDDIA	INIDI	INIDIA	ONMDI	ONMDIA	ONDDI	ONDDIA	ONIDI	ONIDIA	INMDF	INMDFA	INMDF_TIERS	INMDFA_2	INDDF	INDDFA	INIDF	INIDFA	ONMDF	ONMDFA	ONDDF	ONDDFA	ONIDF	ONIDFA	INMMOOPI	INMMOOPI_TIERS	INMMOOPI_2	INDMOOPI	INIMOOPI	ONMMOOPI	ONMMOOPIA	ONDMOOPI	ONIMOOPI	INMMOOPF	INMMOOPF_TIERS	INMMOOPF_2	INDMOOPF	INDMOOPFA	INIMOOPF	ONMMOOPF	ONMMOOPFA	ONDMOOPF	ONIMOOPF	INPCCP	INPCCPA	INPCCPSC	INPCCP_TIERS	INPCCPA_2	INPCCI	INPCCIA	INPCCIA_CP	INPCCI_TIERS	INPCCI_TIER2CP	INPCCI_TIER3CP	INPCCI_TIER4CP	INPCCI_TIER2CI	INPCCI_TIER3CI	INPCCI_TIER2	INPCCI_TIER3	INPCCI_TIER4	ONPCCP	ONPCCPA	ONPCCI	ONPCCIA	ONPCCI_PEN	ONPCCIA_CP	ONPCCIA_MIN	ONPCCIA_FIRST	ONPCCIA_SECOND	ONPCCIA_NONPREF	ONPCCIA_NONPART	ONPCCI_TIERS	ONPCCI_TIER2CI	ONPCCI_TIER2	ONPCCI_TIER3	INSCP	INSCPA	INSCP_TIERS	INSCPA_2	INSCI	INSCIA	INSCIA_CP	INSCI_TIERS	INSCI_TIER2CP	INSCI_TIER3CP	INSCI_TIER4CP	INSCI_TIER2CI	INSCI_TIER2	INSCI_TIER3	INSCI_TIER4	ONSCP	ONSCPA	ONSCI	ONSCIA	ONSCI_PEN	ONSCIA_CP	ONSCIA_MIN	ONSCIA_FIRST	ONSCIA_SECOND	ONSCIA_NONPREF	ONSCIA_NONPART	INERCP	INERCPA	INERCP_TIERS	INERCPA_2	INERCPA_3	INERCPA_4	INERCPA_FIRST	INERCI	INERCIA	INERCIA_CP	INERCI_TIERS	INERCI_TIER2CP	INERCI_TIER2CI	INERCI_TIER2	ONERCP	ONERCPA	ONERCP_FIRST	ONERCP_TIERS	ONERCPA_TIER2	ONERCPA_TIER3	ONERCPA_TIER4	ONERCI	ONERCIA	ONERCI_CP	ONERCI_EMC	ONERCIA_EMC	ONERCI_TIERS	ONERCI_TIER2	ONERCIA_TIER2	ONERCIA_TIER2CP	INIFCP	INIFCPA	INIFCI	INIFCIA	INIFCIA_CP	INIFCI_TIERS	INIFCI_TIER2CI	INIFCI_TIER3CI	INIFCI_TIER4CI	INIFCI_TIER2	INIFCI_TIER3	INIFCI_TIER4	ONIFCP	ONIFCPA	ONIFCI	ONIFCIA	ONIFCI_FEE	ONIFCIA_NONPREF	ONIFCIA_NONPART	ONIFCI_CP	INOFCP	INOFCPA	INOFCPA_ASC	INOFCP_TIERS	INOFCP_TIER2	INOFCP_TIER3	INOFCPA_TIER2CP	INOFCPA_TIER3CP	INOFCPA_MIN	INOFCPA_MAX	INOFCI	INOFCIA	INOFCIA_CP	INOFCIA_ASC	INOFCIA_ASC_CP	INOFCI_TIERS	INOFCI_TIER2CI	INOFCI_TIER3CI	INOFCI_TIER4CI	INOFCI_TIER2CP	INOFCI_TIER2	INOFCI_TIER3	INOFCI_TIER4	INOFCIA_MIND	INOFCIA_MAXD	INOFCIA_PREF	INOFCIA_ALT	ONOFCP	ONOFCPA	ONOFCP_ASC	ONOFCI	ONOFCIA	ONOFCI_CP	ONOFCI_FEE	ONOFCIA_NONPREF	ONOFCIA_NONPART	INGDCP	INGDCPA	INGDCP_TIERS	INGDCP_TIER2	INGDCP_TIER3	INGDCP_TIER4	INGDCP_TIER2CP	INGDCP_TIER3CP	INGDCP_TIER4CP	INGDCP_PCP	INGDCP_SP	INGDCI	INGDCIA	ONGDCP	ONGDCPA	ONGDCPA_NONPREF	ONGDCPA_COONP	ONGDCPA_NCOONP	ONGDCPA_FIRST	ONGDCPA_VALUE	ONGDCPA_SELECT	ONGDCI	ONGDCIA	ONGDCIA_CP	ONGDCI_TIERS	ONGDCI_TIER2	ONGDCIA_TIER2	ONGDCIA_TIER2CP	ONGDCIA_PEN	ONGDCIA_TIER2PEN	INPBDCP	INPBDCPA	INPBDCP_TIERS	INPBDCP_TIER2	INPBDCP_TIER3	INPBDCP_TIER4	INPBDCP_TIER2CP	INPBDCP_TIER3CP	INPBDCP_TIER4CP	INPBDCI	INPBDCIA	ONPBDCP	ONPBDCPA	ONPBDCPA_NONPREF	ONPBDCPA_COONP	ONPBDCPA_NCOONP	ONPBDCI	ONPBDCIA	ONPBDCIA_CP	ONPBDCIA_PEN	ONPBDCIA_MINCP	ONPBDCIA_MAXCP	INNBDCP	INNBDCPA	INNBDCP_TIERS	INNBDCP_TIER2	INNBDCP_TIER2CP	INNBDCI	INNBDCIA	INNBDCI_TIERS	INNBDCI_TIER2	INNBDCI_TIER3	INNBDCI_TIER4	INNBDCI_TIER2CI	INNBDCI_TIER3CI	INNBDCI_TIER4CI	INNBDCIA_MIN	ONNBDCP	ONNBDCPA	ONNBDCPA_NONPREF	ONNBDCPA_COONP	ONNBDCPA_NCOONP	ONNBDCI	ONNBDCIA	ONNBDCIA_CP	ONNBDCIA_PEN	ONNBDCIA_MINCP	ONNBDCIA_MAXCP	INSDCP	INSDCPA	INSDCP_TIERS	INSDCP_TIER2	INSDCP_TIER2CP	INSDCI	INSDCIA	INSDCI_TIERS	INSDCI_TIER2	INSDCI_TIER3	INSDCI_TIER4	INSDCI_TIER2CI	INSDCI_TIER3CI	INSDCI_TIER4CI	INSDCIA_MAX	ONSDCP	ONSDCPA	ONSDCPA_GEN	ONSDCPA_PB	ONSDCPA_NP	ONSDCI	ONSDCIA	ONSDCIA_CP	ONSDCIA_MAXCP	METAL	UNIQUEID
GA	Alliant Health Plans	83761GA0040010	SoloCare	1	9	286.77	488.73	968.68	658.09	1	2000	0		2		1	2000	1	6000	2		1	6000	1	4000	0		2		1	4000	1	12000	2		1	12000	6350	1			6350	1	19050	2	19050	12700	1		2		12700	1	38100	2	38100	1	30	0	0		0			1									0		2	40								1				1	50	1		0			1								0		2	40								1	250	1					0			1				2	250		1				0					1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	300	1			0		1								2	300				0				S	GA_1_9_345
GA	Alliant Health Plans	83761GA0040015	SoloCare	1	2	288.95	492.43	976.04	663.1	1	4000	0		2		1	4000	1	12000	2		1	12000	1	8000	0		2		1	8000	1	24000	2		1	24000	6000	1			6000	1	18000	2	18000	12000	1		2		12000	1	36000	2	36000	1	25	0	0		0			1									0		2	40								1				1	60	1		0			1								0		2	40								1	250	1					0			1				0			1				7	20	250			1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	250	1			0		1								2	250				0				S	GA_1_2_346
GA	Alliant Health Plans	83761GA0040015	SoloCare	1	4	294.45	501.81	994.63	675.74	1	4000	0		2		1	4000	1	12000	2		1	12000	1	8000	0		2		1	8000	1	24000	2		1	24000	6000	1			6000	1	18000	2	18000	12000	1		2		12000	1	36000	2	36000	1	25	0	0		0			1									0		2	40								1				1	60	1		0			1								0		2	40								1	250	1					0			1				0			1				7	20	250			1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	250	1			0		1								2	250				0				S	GA_1_4_347
GA	Alliant Health Plans	83761GA0040010	SoloCare	1	2	301.12	513.16	1017.12	691.01	1	2000	0		2		1	2000	1	6000	2		1	6000	1	4000	0		2		1	4000	1	12000	2		1	12000	6350	1			6350	1	19050	2	19050	12700	1		2		12700	1	38100	2	38100	1	30	0	0		0			1									0		2	40								1				1	50	1		0			1								0		2	40								1	250	1					0			1				2	250		1				0					1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	300	1			0		1								2	300				0				S	GA_1_2_348
GA	Alliant Health Plans	83761GA0040015	SoloCare	1	13	302.7	515.88	1022.52	694.68	1	4000	0		2		1	4000	1	12000	2		1	12000	1	8000	0		2		1	8000	1	24000	2		1	24000	6000	1			6000	1	18000	2	18000	12000	1		2		12000	1	36000	2	36000	1	25	0	0		0			1									0		2	40								1				1	60	1		0			1								0		2	40								1	250	1					0			1				0			1				7	20	250			1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	250	1			0		1								2	250				0				S	GA_1_13_349
GA	Alliant Health Plans	83761GA0040010	SoloCare	1	4	306.85	522.9400000000001	1036.52	704.1900000000001	1	2000	0		2		1	2000	1	6000	2		1	6000	1	4000	0		2		1	4000	1	12000	2		1	12000	6350	1			6350	1	19050	2	19050	12700	1		2		12700	1	38100	2	38100	1	30	0	0		0			1									0		2	40								1				1	50	1		0			1								0		2	40								1	250	1					0			1				2	250		1				0					1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	300	1			0		1								2	300				0				S	GA_1_4_350
GA	Alliant Health Plans	83761GA0040010	SoloCare	1	13	315.45	537.6	1065.56	723.92	1	2000	0		2		1	2000	1	6000	2		1	6000	1	4000	0		2		1	4000	1	12000	2		1	12000	6350	1			6350	1	19050	2	19050	12700	1		2		12700	1	38100	2	38100	1	30	0	0		0			1									0		2	40								1				1	50	1		0			1								0		2	40								1	250	1					0			1				2	250		1				0					1				0		2	20		1							0		2	40					0			1							2	20				1												0			2	40					1	10	1									0		2	10							0			1						1	49	1							0		2	49				0						1	100	1			0		1								2	100				0						1	300	1			0		1								2	300				0				S	GA_1_13_351
NE	Blue Cross and Blue Shield of Nebraska	29678NE0930001	SelectBluePlus $2000 Silver	1	1	249.47	425.14	842.68	572.5	1	2000	0		0		0		1	8000	0		0		1	4000	0		0		0		1	16000	4		0		5000	1			5000	1	12700	2	12700	10000	1		2		10000	1	25400	2	25400	1	20	0	0		0			1									0		2	50								1				1	40	1		0			1								0		2	50								0		1					4	30	300	1				65	300		1				0					1				0		2	30		1							0		2	50					0			1							2	30				2	50				2							0			2	50					1	5	1									0		0								80	25	5	2	80	25	15			1	50	1							0		0					80	25	50				1	150	1			0		1								0					80	25	150				1	300	1			0		1								99					99				S	NE_1_1_352
NE	Blue Cross and Blue Shield of Nebraska	29678NE0930001	SelectBluePlus $2000 Silver	1	2	249.47	425.14	842.68	572.5	1	2000	0		0		0		1	8000	0		0		1	4000	0		0		0		1	16000	4		0		5000	1			5000	1	12700	2	12700	10000	1		2		10000	1	25400	2	25400	1	20	0	0		0			1									0		2	50								1				1	40	1		0			1								0		2	50								0		1					4	30	300	1				65	300		1				0					1				0		2	30		1							0		2	50					0			1							2	30				2	50				2							0			2	50					1	5	1									0		0								80	25	5	2	80	25	15			1	50	1							0		0					80	25	50				1	150	1			0		1								0					80	25	150				1	300	1			0		1								99					99				S	NE_1_2_353
NE	Blue Cross and Blue Shield of Nebraska	29678NE1040001	BlueEssentialsPlus $2500 Silver	1	4	291.02	495.97	983.06	667.87	1	2500	0		0		0		1	5000	0		0		1	5000	0		0		0		1	10000	4		0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	50								1				1	60	1		0			1								0		2	50								0		1					4	20	300	1				65	300		1				0					1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	5	1									0		0								80	25	15	1						1	50	1							0		0					80	25	50				1	150	1			0		1								0					80	25	150				1	300	1			0		1								99					99				S	NE_1_4_354
NE	Blue Cross and Blue Shield of Nebraska	29678NE1040001	BlueEssentialsPlus $2500 Silver	1	3	291.02	495.97	983.06	667.87	1	2500	0		0		0		1	5000	0		0		1	5000	0		0		0		1	10000	4		0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	50								1				1	60	1		0			1								0		2	50								0		1					4	20	300	1				65	300		1				0					1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	5	1									0		0								80	25	15	1						1	50	1							0		0					80	25	50				1	150	1			0		1								0					80	25	150				1	300	1			0		1								99					99				S	NE_1_3_355
NE	Blue Cross and Blue Shield of Nebraska	29678NE1040001	BlueEssentialsPlus $2500 Silver	1	2	291.02	495.97	983.06	667.87	1	2500	0		0		0		1	5000	0		0		1	5000	0		0		0		1	10000	4		0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	50								1				1	60	1		0			1								0		2	50								0		1					4	20	300	1				65	300		1				0					1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	5	1									0		0								80	25	15	1						1	50	1							0		0					80	25	50				1	150	1			0		1								0					80	25	150				1	300	1			0		1								99					99				S	NE_1_2_356
NE	Blue Cross and Blue Shield of Nebraska	29678NE1040001	BlueEssentialsPlus $2500 Silver	1	1	291.02	495.97	983.06	667.87	1	2500	0		0		0		1	5000	0		0		1	5000	0		0		0		1	10000	4		0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	50								1				1	60	1		0			1								0		2	50								0		1					4	20	300	1				65	300		1				0					1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	5	1									0		0								80	25	15	1						1	50	1							0		0					80	25	50				1	150	1			0		1								0					80	25	150				1	300	1			0		1								99					99				S	NE_1_1_357
IL	Blue Cross Blue Shield of Illinois	36096IL0790003	Blue Choice Silver PPO 003	1	6	157.04	267.62	530.4400000000001	360.37	1	6000	0		0		0		1	12000	2		1	12000	1	12700	0		0		0		1	25400	2		1	25400	6000	1			6000	1	12000	2	12000	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	20								1				1	50	1		0			1								0		2	20								1	500	1					0			1				11	500		1				0					1				2	250	0			1							0		45	20					3			1							3					1												0			2	20					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_6_358
IL	Blue Cross Blue Shield of Illinois	36096IL0790004	Blue Choice Silver PPO 004	1	6	165.57	282.16	559.26	379.95	1	3000	0		0		0		1	6000	2		1	6000	1	9000	0		0		0		1	18000	2		1	18000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	40								1				1	55	1		0			1								0		2	40								0		1					7	20	500	1				0			1				27	20	500			1				0		6	20	250	1							0		45	40					0			1							2	20				1												0			2	40					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_6_359
IL	Blue Cross Blue Shield of Illinois	36096IL0790003	Blue Choice Silver PPO 003	1	3	171.76	292.7	580.18	394.15	1	6000	0		0		0		1	12000	2		1	12000	1	12700	0		0		0		1	25400	2		1	25400	6000	1			6000	1	12000	2	12000	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	20								1				1	50	1		0			1								0		2	20								1	500	1					0			1				11	500		1				0					1				2	250	0			1							0		45	20					3			1							3					1												0			2	20					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_3_360
IL	Blue Cross Blue Shield of Illinois	36096IL0790003	Blue Choice Silver PPO 003	1	1	172.41	293.81	582.36	395.64	1	6000	0		0		0		1	12000	2		1	12000	1	12700	0		0		0		1	25400	2		1	25400	6000	1			6000	1	12000	2	12000	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	20								1				1	50	1		0			1								0		2	20								1	500	1					0			1				11	500		1				0					1				2	250	0			1							0		45	20					3			1							3					1												0			2	20					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_1_361
IL	Blue Cross Blue Shield of Illinois	36096IL0790003	Blue Choice Silver PPO 003	1	4	173.57	295.79	586.29	398.32	1	6000	0		0		0		1	12000	2		1	12000	1	12700	0		0		0		1	25400	2		1	25400	6000	1			6000	1	12000	2	12000	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	20								1				1	50	1		0			1								0		2	20								1	500	1					0			1				11	500		1				0					1				2	250	0			1							0		45	20					3			1							3					1												0			2	20					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_4_362
IL	Blue Cross Blue Shield of Illinois	36096IL0790003	Blue Choice Silver PPO 003	1	2	177.84	303.08	600.72	408.12	1	6000	0		0		0		1	12000	2		1	12000	1	12700	0		0		0		1	25400	2		1	25400	6000	1			6000	1	12000	2	12000	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	20								1				1	50	1		0			1								0		2	20								1	500	1					0			1				11	500		1				0					1				2	250	0			1							0		45	20					3			1							3					1												0			2	20					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_2_363
KS	Blue Cross and Blue Shield of Kansas, Inc	18558KS0360027	BlueCare SaverPlus Select	1	7	180.71	307.95	610.4	414.69	1	3000	0		2		1	3000	1	6000	2		1	6000	1	6000	0		2		1	6000	1	12000	2		1	12000	6000	1			6000	1	18000			12000	1		2		12000	1	36000			1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	20		1				0			1				2	20				1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	15	1									0		2	15							0			1						1	50	1							0		2	50				0						1	75	1			0		1								2	75				0						1	150	1			0		1								2	150				0				S	KS_1_7_364
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	1	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_1_365
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	2	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_2_366
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	3	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_3_367
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	4	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_4_368
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	5	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_5_369
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	6	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_6_370
OR	Moda Health	Not Available	Oregon Standard Silver PPO 39424OR1030002-01	1	7	181	308	612	416	1	2500	0		2		1	2500	1	5000	2		1	5000	1	5000	0		2		1	5000	1	10000	2		1	10000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	50					0			1							2	30				1												0			2	50					2	15	1									0		2	15							0			1						2	50	1							0		2	50				0						0		1			2	50	1								0					2	50					0		1			2	50	1								0					2	50			S	OR_1_7_371
IL	Blue Cross Blue Shield of Illinois	36096IL0790004	Blue Choice Silver PPO 004	1	3	181.09	308.61	611.7000000000001	415.58	1	3000	0		0		0		1	6000	2		1	6000	1	9000	0		0		0		1	18000	2		1	18000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	40								1				1	55	1		0			1								0		2	40								0		1					7	20	500	1				0			1				27	20	500			1				0		6	20	250	1							0		45	40					0			1							2	20				1												0			2	40					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_3_372
IL	Blue Cross Blue Shield of Illinois	36096IL0790004	Blue Choice Silver PPO 004	1	1	181.77	309.77	614	417.14	1	3000	0		0		0		1	6000	2		1	6000	1	9000	0		0		0		1	18000	2		1	18000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	40								1				1	55	1		0			1								0		2	40								0		1					7	20	500	1				0			1				27	20	500			1				0		6	20	250	1							0		45	40					0			1							2	20				1												0			2	40					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_1_373
IL	Blue Cross Blue Shield of Illinois	36096IL0790004	Blue Choice Silver PPO 004	1	4	183	311.87	618.14	419.95	1	3000	0		0		0		1	6000	2		1	6000	1	9000	0		0		0		1	18000	2		1	18000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	40								1				1	55	1		0			1								0		2	40								0		1					7	20	500	1				0			1				27	20	500			1				0		6	20	250	1							0		45	40					0			1							2	20				1												0			2	40					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_4_374
KS	Blue Cross and Blue Shield of Kansas, Inc	18558KS0360023	BlueCare SaverPlus Select with pediatric dental	1	7	183.11	312.05	618.52	420.21	1	3000	0		2		1	3000	1	6000	2		1	6000	1	6000	0		2		1	6000	1	12000	2		1	12000	6000	1			6000	1	18000			12000	1		2		12000	1	36000			1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	20		1				0			1				2	20				1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	15	1									0		2	15							0			1						1	50	1							0		2	50				0						1	75	1			0		1								2	75				0						1	150	1			0		1								2	150				0				S	KS_1_7_375
KS	Blue Cross and Blue Shield of Kansas, Inc	18558KS0360027	BlueCare SaverPlus Select	1	1	184.01	313.58	621.54	422.26	1	3000	0		2		1	3000	1	6000	2		1	6000	1	6000	0		2		1	6000	1	12000	2		1	12000	6000	1			6000	1	18000			12000	1		2		12000	1	36000			1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	20		1				0			1				2	20				1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	15	1									0		2	15							0			1						1	50	1							0		2	50				0						1	75	1			0		1								2	75				0						1	150	1			0		1								2	150				0				S	KS_1_1_376
KS	Blue Cross and Blue Shield of Kansas, Inc	18558KS0360023	BlueCare SaverPlus Select with pediatric dental	1	1	186.45	317.75	629.79	427.87	1	3000	0		2		1	3000	1	6000	2		1	6000	1	6000	0		2		1	6000	1	12000	2		1	12000	6000	1			6000	1	18000			12000	1		2		12000	1	36000			1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	20		1				0			1				2	20				1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	15	1									0		2	15							0			1						1	50	1							0		2	50				0						1	75	1			0		1								2	75				0						1	150	1			0		1								2	150				0				S	KS_1_1_377
IL	Blue Cross Blue Shield of Illinois	36096IL0790004	Blue Choice Silver PPO 004	1	2	187.5	319.54	633.36	430.28	1	3000	0		0		0		1	6000	2		1	6000	1	9000	0		0		0		1	18000	2		1	18000	6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									0		2	40								1				1	55	1		0			1								0		2	40								0		1					7	20	500	1				0			1				27	20	500			1				0		6	20	250	1							0		45	40					0			1							2	20				1												0			2	40					0		1									0		0								0			1						2	50	1							0		2	50				0						2	100	1			0		1								2	100				0						2	150	1			0		1								2	150				0				S	IL_1_2_378
KS	Blue Cross and Blue Shield of Kansas, Inc	18558KS0360027	BlueCare SaverPlus Select	1	6	188.86	321.86	637.9400000000001	433.4	1	3000	0		2		1	3000	1	6000	2		1	6000	1	6000	0		2		1	6000	1	12000	2		1	12000	6000	1			6000	1	18000			12000	1		2		12000	1	36000			1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	20		1				0			1				2	20				1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	15	1									0		2	15							0			1						1	50	1							0		2	50				0						1	75	1			0		1								2	75				0						1	150	1			0		1								2	150				0				S	KS_1_6_379
KS	Blue Cross and Blue Shield of Kansas, Inc	18558KS0360027	BlueCare SaverPlus Select	1	3	189.05	322.18	638.58	433.84	1	3000	0		2		1	3000	1	6000	2		1	6000	1	6000	0		2		1	6000	1	12000	2		1	12000	6000	1			6000	1	18000			12000	1		2		12000	1	36000			1	35	0	0		0			1									0		2	50								1				1	70	1		0			1								0		2	50								0		1					2	20		1				0			1				2	20				1				0		2	20		1							0		2	50					0			1							2	20				1												0			2	50					1	15	1									0		2	15							0			1						1	50	1							0		2	50				0						1	75	1			0		1								2	75				0						1	150	1			0		1								2	150				0				S	KS_1_3_380
